case_number,prompt,class,evaluation_seed
849,an image of a church,church,3303
850,an image of a church,church,2872
851,an image of a church,church,2746
852,an image of a church,church,3062
853,an image of a church,church,6528
854,an image of a church,church,3141
855,an image of a church,church,3509
856,an image of a church,church,1859
857,an image of a church,church,1756
858,an image of a church,church,6446
859,an image of a church,church,3787
860,an image of a church,church,96
861,an image of a church,church,8726
862,an image of a church,church,8166
863,an image of a church,church,2107
864,an image of a church,church,8227
865,an image of a church,church,7001
866,an image of a church,church,8087
867,an image of a church,church,421
868,an image of a church,church,3112
869,an image of a church,church,4088
870,an image of a church,church,8318
871,an image of a church,church,5379
872,an image of a church,church,4352
873,an image of a church,church,856
874,an image of a church,church,1319
875,an image of a church,church,6631
876,an image of a church,church,3108
877,an image of a church,church,5188
878,an image of a church,church,538
879,an image of a church,church,2123
880,an image of a church,church,2834
881,an image of a church,church,9679
882,an image of a church,church,9168
883,an image of a church,church,3983
884,an image of a church,church,7650
885,an image of a church,church,6906
886,an image of a church,church,8018
887,an image of a church,church,1849
888,an image of a church,church,1457
889,an image of a church,church,7300
890,an image of a church,church,9267
891,an image of a church,church,8479
892,an image of a church,church,3279
893,an image of a church,church,1305
894,an image of a church,church,3592
895,an image of a church,church,6889
896,an image of a church,church,1361
897,an image of a church,church,5919
898,an image of a church,church,4257
899,an image of a church,church,9577
900,an image of a church,church,6663
901,an image of a church,church,6954
902,an image of a church,church,7100
903,an image of a church,church,6099
904,an image of a church,church,9683
905,an image of a church,church,8584
906,an image of a church,church,8939
907,an image of a church,church,8711
908,an image of a church,church,5638
909,an image of a church,church,4053
910,an image of a church,church,7136
911,an image of a church,church,5507
912,an image of a church,church,2278
913,an image of a church,church,9306
914,an image of a church,church,2864
915,an image of a church,church,5185
916,an image of a church,church,6262
917,an image of a church,church,1167
918,an image of a church,church,9892
919,an image of a church,church,6141
920,an image of a church,church,2297
921,an image of a church,church,2224
922,an image of a church,church,3773
923,an image of a church,church,4926
924,an image of a church,church,3888
925,an image of a church,church,7620
926,an image of a church,church,5147
927,an image of a church,church,2878
928,an image of a church,church,29
929,an image of a church,church,3943
930,an image of a church,church,2030
931,an image of a church,church,8921
932,an image of a church,church,4981
933,an image of a church,church,4769
934,an image of a church,church,8793
935,an image of a church,church,4838
936,an image of a church,church,6861
937,an image of a church,church,5910
938,an image of a church,church,3496
939,an image of a church,church,4696
940,an image of a church,church,3631
941,an image of a church,church,9757
942,an image of a church,church,879
943,an image of a church,church,5234
944,an image of a church,church,2614
945,an image of a church,church,6522
946,an image of a church,church,6921
947,an image of a church,church,911
948,an image of a church,church,7857
949,an image of a church,church,2788
950,an image of a church,church,9546
951,an image of a church,church,2134
952,an image of a church,church,7416
953,an image of a church,church,9899
954,an image of a church,church,8329
955,an image of a church,church,3765
956,an image of a church,church,8153
957,an image of a church,church,7886
958,an image of a church,church,8517
959,an image of a church,church,7759
960,an image of a church,church,9653
961,an image of a church,church,2437
962,an image of a church,church,7540
963,an image of a church,church,2674
964,an image of a church,church,6602
965,an image of a church,church,4750
966,an image of a church,church,2061
967,an image of a church,church,8351
968,an image of a church,church,8621
969,an image of a church,church,5546
970,an image of a church,church,645
971,an image of a church,church,6023
972,an image of a church,church,2446
973,an image of a church,church,1863
974,an image of a church,church,7187
975,an image of a church,church,7451
976,an image of a church,church,708
977,an image of a church,church,7375
978,an image of a church,church,4592
979,an image of a church,church,7253
980,an image of a church,church,8006
981,an image of a church,church,1858
982,an image of a church,church,6862
983,an image of a church,church,6847
984,an image of a church,church,6221
985,an image of a church,church,316
986,an image of a church,church,9199
987,an image of a church,church,6187
988,an image of a church,church,3800
989,an image of a church,church,8127
990,an image of a church,church,6946
991,an image of a church,church,3365
992,an image of a church,church,8555
993,an image of a church,church,642
994,an image of a church,church,7810
995,an image of a church,church,9954
996,an image of a church,church,9093
997,an image of a church,church,6872
998,an image of a church,church,5325
999,an image of a church,church,2897
1000,an image of a French horn,French horn,4859
1001,an image of a French horn,French horn,9342
1002,an image of a French horn,French horn,7408
1003,an image of a French horn,French horn,7384
1004,an image of a French horn,French horn,89
1005,an image of a French horn,French horn,5622
1006,an image of a French horn,French horn,7754
1007,an image of a French horn,French horn,5809
1008,an image of a French horn,French horn,2132
1009,an image of a French horn,French horn,375
1010,an image of a French horn,French horn,5357
1011,an image of a French horn,French horn,7354
1012,an image of a French horn,French horn,5391
1013,an image of a French horn,French horn,4111
1014,an image of a French horn,French horn,9895
1015,an image of a French horn,French horn,2197
1016,an image of a French horn,French horn,4415
1017,an image of a French horn,French horn,4105
1018,an image of a French horn,French horn,9920
1019,an image of a French horn,French horn,6771
1020,an image of a French horn,French horn,7766
1021,an image of a French horn,French horn,3989
1022,an image of a French horn,French horn,3874
1023,an image of a French horn,French horn,4270
1024,an image of a French horn,French horn,1450
1025,an image of a French horn,French horn,1535
1026,an image of a French horn,French horn,6786
1027,an image of a French horn,French horn,7331
1028,an image of a French horn,French horn,9783
1029,an image of a French horn,French horn,4150
1030,an image of a French horn,French horn,9832
1031,an image of a French horn,French horn,8108
1032,an image of a French horn,French horn,5496
1033,an image of a French horn,French horn,3690
1034,an image of a French horn,French horn,1427
1035,an image of a French horn,French horn,8427
1036,an image of a French horn,French horn,2037
1037,an image of a French horn,French horn,1521
1038,an image of a French horn,French horn,8083
1039,an image of a French horn,French horn,1254
1040,an image of a French horn,French horn,3918
1041,an image of a French horn,French horn,8588
1042,an image of a French horn,French horn,8567
1043,an image of a French horn,French horn,8098
1044,an image of a French horn,French horn,2460
1045,an image of a French horn,French horn,8690
1046,an image of a French horn,French horn,288
1047,an image of a French horn,French horn,6429
1048,an image of a French horn,French horn,1249
1049,an image of a French horn,French horn,6391
1050,an image of a French horn,French horn,4005
1051,an image of a French horn,French horn,7310
1052,an image of a French horn,French horn,6937
1053,an image of a French horn,French horn,4509
1054,an image of a French horn,French horn,3323
1055,an image of a French horn,French horn,1403
1056,an image of a French horn,French horn,4338
1057,an image of a French horn,French horn,8125
1058,an image of a French horn,French horn,3222
1059,an image of a French horn,French horn,6457
1060,an image of a French horn,French horn,6361
1061,an image of a French horn,French horn,8915
1062,an image of a French horn,French horn,4867
1063,an image of a French horn,French horn,1208
1064,an image of a French horn,French horn,5688
1065,an image of a French horn,French horn,4275
1066,an image of a French horn,French horn,5305
1067,an image of a French horn,French horn,4334
1068,an image of a French horn,French horn,3817
1069,an image of a French horn,French horn,8623
1070,an image of a French horn,French horn,9352
1071,an image of a French horn,French horn,3625
1072,an image of a French horn,French horn,758
1073,an image of a French horn,French horn,300
1074,an image of a French horn,French horn,8589
1075,an image of a French horn,French horn,1267
1076,an image of a French horn,French horn,9080
1077,an image of a French horn,French horn,4539
1078,an image of a French horn,French horn,7412
1079,an image of a French horn,French horn,5085
1080,an image of a French horn,French horn,2167
1081,an image of a French horn,French horn,4931
1082,an image of a French horn,French horn,9402
1083,an image of a French horn,French horn,2345
1084,an image of a French horn,French horn,3525
1085,an image of a French horn,French horn,3891
